"コード
4桁",バス停・駅電停・港・空港名,ターミナル種類・鉄道路線等,地域,住所,備考
8170,中銀前,,都窪郡早島町,都窪郡早島町早島,
8171,頓行,,都窪郡早島町,都窪郡早島町早島,
8172,長津,,都窪郡早島町,都窪郡早島町早島,
8173,中山広場,,都窪郡早島町,都窪郡早島町早島,
8174,中山南,,都窪郡早島町,都窪郡早島町早島,
8175,ニュー早島,,都窪郡早島町,都窪郡早島町早島,
8176,畑岡,,都窪郡早島町,都窪郡早島町早島,
8177,早島駅,,都窪郡早島町,都窪郡早島町前潟,
8178,早島駅筋,,都窪郡早島町,都窪郡早島町早島,
8179,早島町役場,,都窪郡早島町,都窪郡早島町前潟,
8180,日笠山,,都窪郡早島町,都窪郡早島町早島,
8181,備南台,,都窪郡早島町,都窪郡早島町早島,
8182,深砂公園,,都窪郡早島町,都窪郡早島町矢尾,
8183,弁財天,,都窪郡早島町,都窪郡早島町早島,
8184,真磯,,都窪郡早島町,都窪郡早島町早島,
8185,真磯台,,都窪郡早島町,都窪郡早島町早島,
8186,松尾坂,,都窪郡早島町,都窪郡早島町早島,
8187,南岡山医療センター,,都窪郡早島町,都窪郡早島町早島,
8188,宮崎,,都窪郡早島町,都窪郡早島町早島,
8189,無津,,都窪郡早島町,都窪郡早島町早島,
8190,矢尾,,都窪郡早島町,都窪郡早島町矢尾,
8191,矢尾グランドゴルフ場,,都窪郡早島町,都窪郡早島町矢尾,
8192,山川池,,都窪郡早島町,都窪郡早島町早島,
8193,流通センター早島地区イトーピア団地入口,,都窪郡早島町,都窪郡早島町矢尾,
8194,若宮,,都窪郡早島町,都窪郡早島町若宮９,
8195,若宮下,,都窪郡早島町,都窪郡早島町若宮１７,
8196,JA奥津支店,,苫田郡鏡野町,苫田郡鏡野町女原,
8197,JA羽出営業所前,,苫田郡鏡野町,苫田郡鏡野町羽出,
8198,赤野,,苫田郡鏡野町,苫田郡鏡野町塚谷,
8199,赤和瀬上,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8200,赤和瀬三叉路,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8201,赤和瀬集会所,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8202,阿曽,,苫田郡鏡野町,苫田郡鏡野町羽出,
8203,石越,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8204,石割桜,,苫田郡鏡野町,苫田郡鏡野町奥津川西,
8205,市場,,苫田郡鏡野町,苫田郡鏡野町市場,
8206,入間,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8207,岩滝,,苫田郡鏡野町,苫田郡鏡野町寺和田,
8208,岩滝上,,苫田郡鏡野町,苫田郡鏡野町寺和田,
8209,岩屋,,苫田郡鏡野町,苫田郡鏡野町岩屋,
8210,梅谷,,苫田郡鏡野町,苫田郡鏡野町富東谷,
8211,円宗寺,,苫田郡鏡野町,苫田郡鏡野町円宗寺,
8212,円宗寺東,,苫田郡鏡野町,苫田郡鏡野町円宗寺,
8213,円通寺,,苫田郡鏡野町,苫田郡鏡野町寺和田,
8214,遠藤,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8215,遠藤口,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8216,大上,,苫田郡鏡野町,苫田郡鏡野町大,
8217,大栩橋,,苫田郡鏡野町,苫田郡鏡野町羽出西谷,
8218,大倉（富西谷）,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8219,大倉（中谷）,,苫田郡鏡野町,苫田郡鏡野町中谷,
8220,大郷,,苫田郡鏡野町,苫田郡鏡野町上森原,
8221,大下,,苫田郡鏡野町,苫田郡鏡野町大,
8222,大中,,苫田郡鏡野町,苫田郡鏡野町大,
8223,大野橋,,苫田郡鏡野町,苫田郡鏡野町円宗寺,
8224,大原,,苫田郡鏡野町,苫田郡鏡野町富東谷,
8225,大町,,苫田郡鏡野町,苫田郡鏡野町大町,
8226,岡坊,,苫田郡鏡野町,苫田郡鏡野町古川,
8227,奥津温泉,,苫田郡鏡野町,苫田郡鏡野町奥津,
8228,奥津温泉口,,苫田郡鏡野町,苫田郡鏡野町奥津,
8229,奥津温泉郵便局前,,苫田郡鏡野町,苫田郡鏡野町奥津川西２６２－８,
8230,奥津公民館前,,苫田郡鏡野町,苫田郡鏡野町奥津川西,
8231,奥津振興センター前,,苫田郡鏡野町,苫田郡鏡野町井坂,
8232,奥津中学校前,,苫田郡鏡野町,苫田郡鏡野町女原,
8233,奥津局前,,苫田郡鏡野町,苫田郡鏡野町奥津川西２６２－８,
8234,小座,,苫田郡鏡野町,苫田郡鏡野町小座,
8235,小田草神社入口,,苫田郡鏡野町,苫田郡鏡野町馬場,
8236,落合橋,,苫田郡鏡野町,苫田郡鏡野町至孝農,
8237,踊堂,,苫田郡鏡野町,苫田郡鏡野町羽出,
8238,女原,,苫田郡鏡野町,苫田郡鏡野町女原,
8239,小畑,,苫田郡鏡野町,苫田郡鏡野町奥津川西,
8240,お宮橋,,苫田郡鏡野町,苫田郡鏡野町奥津川西,
8241,恩原高原,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8242,香々美,,苫田郡鏡野町,苫田郡鏡野町香々美,
8243,香々美上,,苫田郡鏡野町,苫田郡鏡野町香々美,
8244,鏡野中学入口,,苫田郡鏡野町,苫田郡鏡野町竹田,
8245,鏡野中学校前,,苫田郡鏡野町,苫田郡鏡野町瀬戸,
8246,鏡野町役場前,,苫田郡鏡野町,苫田郡鏡野町竹田,
8247,鏡野農協前,,苫田郡鏡野町,苫田郡鏡野町古川,
8248,鏡野病院,,苫田郡鏡野町,苫田郡鏡野町寺元,
8249,影,,苫田郡鏡野町,苫田郡鏡野町中谷,
8250,楮原,,苫田郡鏡野町,苫田郡鏡野町市場,
8251,香北局前,,苫田郡鏡野町,苫田郡鏡野町百谷,
8252,香北農協前,,苫田郡鏡野町,苫田郡鏡野町真経,
8253,釜ヶ鳴,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8254,釜の口,,苫田郡鏡野町,苫田郡鏡野町円宗寺,
8255,上阿曽集会所前,,苫田郡鏡野町,苫田郡鏡野町羽出,
8256,上小座,,苫田郡鏡野町,苫田郡鏡野町小座,
8257,上斎原,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8258,かみさいばら温泉,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8259,上斎原下,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8260,上斎原学園,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8261,上斎原上,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8262,上斎原振興センター,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8263,上斎原発電所前,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8264,上土居,,苫田郡鏡野町,苫田郡鏡野町土居,
8265,上錦橋,,苫田郡鏡野町,苫田郡鏡野町下原,
8266,上森原,,苫田郡鏡野町,苫田郡鏡野町上森原,
8267,木路,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8268,日下,,苫田郡鏡野町,苫田郡鏡野町寺和田,
8269,楠,,苫田郡鏡野町,苫田郡鏡野町楠,
8270,楠谷,,苫田郡鏡野町,苫田郡鏡野町中谷,
8271,公保田,,苫田郡鏡野町,苫田郡鏡野町沢田,
8272,健康づくり公園前,,苫田郡鏡野町,苫田郡鏡野町上森原,
8273,兼秀,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8274,源泉山荘前,,苫田郡鏡野町,苫田郡鏡野町羽出,
8275,高座,,苫田郡鏡野町,苫田郡鏡野町中谷,
8276,高座口,,苫田郡鏡野町,苫田郡鏡野町中谷,
8277,河内,,苫田郡鏡野町,苫田郡鏡野町富東谷,
8278,郷農協前,,苫田郡鏡野町,苫田郡鏡野町薪森原,
8279,河本,,苫田郡鏡野町,苫田郡鏡野町河本,
8280,河本南,,苫田郡鏡野町,苫田郡鏡野町河本,
8281,国保診療所,,苫田郡鏡野町,苫田郡鏡野町女原,
8282,極楽寺入口,,苫田郡鏡野町,苫田郡鏡野町上森原,
8283,越畑,,苫田郡鏡野町,苫田郡鏡野町越畑,
8284,越畑上,,苫田郡鏡野町,苫田郡鏡野町越畑,
8285,越畑中,,苫田郡鏡野町,苫田郡鏡野町越畑,
8286,小谷,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8287,近衛殿,,苫田郡鏡野町,苫田郡鏡野町中谷,
8288,小畑コミュニティハウス,,苫田郡鏡野町,苫田郡鏡野町奥津川西,
8289,小林,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8290,小林下,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8291,小山入口,,苫田郡鏡野町,苫田郡鏡野町羽出,
8292,小山口,,苫田郡鏡野町,苫田郡鏡野町羽出,
8293,小山橋,,苫田郡鏡野町,苫田郡鏡野町羽出,
8294,才の神,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8295,崎原,,苫田郡鏡野町,苫田郡鏡野町原,
8296,さくらそう前,,苫田郡鏡野町,苫田郡鏡野町小座,
8297,沢田,,苫田郡鏡野町,苫田郡鏡野町沢田,
8298,重定,,苫田郡鏡野町,苫田郡鏡野町富東谷,
8299,至孝農,,苫田郡鏡野町,苫田郡鏡野町至孝農,
8300,篠坂,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8301,下入,,苫田郡鏡野町,苫田郡鏡野町入,
8302,下河原,,苫田郡鏡野町,苫田郡鏡野町薪森原,
8303,下斎原,,苫田郡鏡野町,苫田郡鏡野町下斎原,
8304,下土居,,苫田郡鏡野町,苫田郡鏡野町土居,
8305,下原上,,苫田郡鏡野町,苫田郡鏡野町下原,
8306,宿,,苫田郡鏡野町,苫田郡鏡野町富東谷,
8307,白賀,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8308,水原橋,,苫田郡鏡野町,苫田郡鏡野町奥津川西,
8309,杉コミュニティ前,,苫田郡鏡野町,苫田郡鏡野町杉,
8310,杉橋,,苫田郡鏡野町,苫田郡鏡野町西屋,
8311,関屋,,苫田郡鏡野町,苫田郡鏡野町塚谷,
8312,瀬戸,,苫田郡鏡野町,苫田郡鏡野町瀬戸,
8313,瀬戸団地入口,,苫田郡鏡野町,苫田郡鏡野町瀬戸,
8314,千代口,,苫田郡鏡野町,苫田郡鏡野町原,
8315,古実里,,苫田郡鏡野町,苫田郡鏡野町中谷,
8316,大成,,苫田郡鏡野町,苫田郡鏡野町中谷,
8317,大仙屋敷,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8318,高橋,,苫田郡鏡野町,苫田郡鏡野町富仲間,
8319,田上良,,苫田郡鏡野町,苫田郡鏡野町富東谷,
8320,高山,,苫田郡鏡野町,苫田郡鏡野町高山,
8321,滝の平橋,,苫田郡鏡野町,苫田郡鏡野町羽出,
8322,竹田,,苫田郡鏡野町,苫田郡鏡野町竹田,
8323,竹峪,,苫田郡鏡野町,苫田郡鏡野町下原,
8324,忠野,,苫田郡鏡野町,苫田郡鏡野町中谷,
8325,立尾,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8326,谷口,,苫田郡鏡野町,苫田郡鏡野町富仲間,
8327,男女山橋,,苫田郡鏡野町,苫田郡鏡野町竹田,
8328,塚谷,,苫田郡鏡野町,苫田郡鏡野町塚谷,
8329,塚谷口,,苫田郡鏡野町,苫田郡鏡野町下森原,
8330,月出原入口,,苫田郡鏡野町,苫田郡鏡野町羽出西谷,
8331,出合,,苫田郡鏡野町,苫田郡鏡野町富東谷,
8332,貞永寺,,苫田郡鏡野町,苫田郡鏡野町貞永寺,
8333,寺村,,苫田郡鏡野町,苫田郡鏡野町真加部,
8334,寺元,,苫田郡鏡野町,苫田郡鏡野町寺元,
8335,寺山,,苫田郡鏡野町,苫田郡鏡野町中谷,
8336,天王,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8337,土居東,,苫田郡鏡野町,苫田郡鏡野町和田,
8338,徳藤,,苫田郡鏡野町,苫田郡鏡野町岩屋,
8339,富振興センター前,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8340,鳥川,,苫田郡鏡野町,苫田郡鏡野町大町,
8341,中入,,苫田郡鏡野町,苫田郡鏡野町入,
8342,仲ヶ市,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8343,中谷,,苫田郡鏡野町,苫田郡鏡野町入,
8344,中津河,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8345,長藤コミュニティハウス,,苫田郡鏡野町,苫田郡鏡野町長藤,
8346,中の原消防機庫前,,苫田郡鏡野町,苫田郡鏡野町羽出西谷,
8347,中林口,,苫田郡鏡野町,苫田郡鏡野町大町,
8348,長原,,苫田郡鏡野町,苫田郡鏡野町富仲間,
8349,長藤四つ角,,苫田郡鏡野町,苫田郡鏡野町長藤,
8350,中村,,苫田郡鏡野町,苫田郡鏡野町中谷,
8351,中養野コミュニティ前,,苫田郡鏡野町,苫田郡鏡野町養野,
8352,中分,,苫田郡鏡野町,苫田郡鏡野町羽出,
8353,名越,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8354,西谷下コミュニティ,,苫田郡鏡野町,苫田郡鏡野町羽出西谷,
8355,西馬場,,苫田郡鏡野町,苫田郡鏡野町馬場,
8356,西屋,,苫田郡鏡野町,苫田郡鏡野町西屋,
8357,西屋コミュニティ前,,苫田郡鏡野町,苫田郡鏡野町西屋,
8358,布江集会所前,,苫田郡鏡野町,苫田郡鏡野町羽出,
8359,野沢コミュニティ前,,苫田郡鏡野町,苫田郡鏡野町羽出,
8360,野辺,,苫田郡鏡野町,苫田郡鏡野町下原,
8361,箱岩橋,,苫田郡鏡野町,苫田郡鏡野町杉,
8362,箱の社ＷＣ前,,苫田郡鏡野町,苫田郡鏡野町箱,
8363,はす池,,苫田郡鏡野町,苫田郡鏡野町小座,
8364,ハッピーマート前,,苫田郡鏡野町,苫田郡鏡野町寺元,
8365,馬場,,苫田郡鏡野町,苫田郡鏡野町,
8366,浜,,苫田郡鏡野町,苫田郡鏡野町富仲間,
8367,浜橋,,苫田郡鏡野町,苫田郡鏡野町富仲間,
8368,原,,苫田郡鏡野町,苫田郡鏡野町原,
8369,原口四つ角,,苫田郡鏡野町,苫田郡鏡野町長藤,
8370,東谷,,苫田郡鏡野町,苫田郡鏡野町富東谷,
8371,引田,,苫田郡鏡野町,苫田郡鏡野町奥津川西,
8372,久田,,苫田郡鏡野町,苫田郡鏡野町河内,
8373,美土地,,苫田郡鏡野町,苫田郡鏡野町下斎原,
8374,平尾,,苫田郡鏡野町,苫田郡鏡野町下原,
8375,福祉センター,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8376,藤屋,,苫田郡鏡野町,苫田郡鏡野町香々美,
8377,ふもと前,,苫田郡鏡野町,苫田郡鏡野町羽出,
8378,プラント5,,苫田郡鏡野町,苫田郡鏡野町布原,
8379,ふるさと村前,,苫田郡鏡野町,苫田郡鏡野町越畑,
8380,平作原,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8381,へこくら橋,,苫田郡鏡野町,苫田郡鏡野町岩屋,
8382,細田,,苫田郡鏡野町,苫田郡鏡野町奥津川西,
8383,仏谷,,苫田郡鏡野町,苫田郡鏡野町羽出,
8384,松原,,苫田郡鏡野町,苫田郡鏡野町原,
8385,馬橋,,苫田郡鏡野町,苫田郡鏡野町寺和田,
8386,南小学校前,,苫田郡鏡野町,苫田郡鏡野町古川,
8387,美の芽,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8388,宮ヶ谷,,苫田郡鏡野町,苫田郡鏡野町上齋原,
8389,明王寺口,,苫田郡鏡野町,苫田郡鏡野町下斎原,
8390,宗重,,苫田郡鏡野町,苫田郡鏡野町大町,
8391,森原,,苫田郡鏡野町,苫田郡鏡野町薪森原,
8392,薬師堂前,,苫田郡鏡野町,苫田郡鏡野町真経,
8393,山口,,苫田郡鏡野町,苫田郡鏡野町富東谷,
8394,山城,,苫田郡鏡野町,苫田郡鏡野町山城,
8395,山戸原,,苫田郡鏡野町,苫田郡鏡野町下斎原,
8396,山の神橋,,苫田郡鏡野町,苫田郡鏡野町羽出西谷,
8397,山の神原橋,,苫田郡鏡野町,苫田郡鏡野町羽出,
8398,湯原,,苫田郡鏡野町,苫田郡鏡野町富東谷,
8399,夢広場,,苫田郡鏡野町,苫田郡鏡野町円宗寺,
8400,湯指,,苫田郡鏡野町,苫田郡鏡野町中谷,
8401,幼稚園口,,苫田郡鏡野町,苫田郡鏡野町原,
8402,余川,,苫田郡鏡野町,苫田郡鏡野町富西谷,
8403,横尾橋,,苫田郡鏡野町,苫田郡鏡野町羽出西谷,
8404,横原,,苫田郡鏡野町,苫田郡鏡野町上齋原,
