,都道府県名,市区町村名,大字町丁目名,住所コード,"都道府県+
市区町村",大字・町,丁目,,市区町村コード,"大字町丁目
コード",Bゾーンコード,,,Bゾーン名称,,1.買物・娯楽施設,2.交通・物流施設,3.公共施設,4.その他,*
,岡山県,岡山市東区,瀬戸町塩納,33103 068 00,33103,068,00,,33103,331030068000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,瀬戸町下,33103 069 00,33103,069,00,,33103,331030069000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,瀬戸町宿奥,33103 070 00,33103,070,00,,33103,331030070000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,瀬戸町瀬戸,33103 071 00,33103,071,00,,33103,331030071000,33,103,07,岡山市東区７区,,,,岡山市東区瀬戸支所,,*
,岡山県,岡山市東区,瀬戸町宗堂,33103 072 00,33103,072,00,,33103,331030072000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,瀬戸町大井,33103 073 00,33103,073,00,,33103,331030073000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,瀬戸町寺地,33103 074 00,33103,074,00,,33103,331030074000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,瀬戸町二日市,33103 075 00,33103,075,00,,33103,331030075000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,瀬戸町万富,33103 076 00,33103,076,00,,33103,331030076000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,瀬戸町南方,33103 077 00,33103,077,00,,33103,331030077000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,瀬戸町森末,33103 078 00,33103,078,00,,33103,331030078000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,瀬戸町弓削,33103 079 00,33103,079,00,,33103,331030079000,33,103,07,岡山市東区７区,,,,,,*
,岡山県,岡山市東区,千手,33103 080 00,33103,080,00,,33103,331030080000,33,103,06,岡山市東区６区,,,,,,*
,岡山県,岡山市東区,竹原,33103 081 00,33103,081,00,,33103,331030081000,33,103,01,岡山市東区１区,,小鳥の森ゴルフパーク,,,,*
,岡山県,岡山市東区,谷尻,33103 082 00,33103,082,00,,33103,331030082000,33,103,01,岡山市東区１区,,,,,,*
,岡山県,岡山市東区,寺山,33103 083 00,33103,083,00,,33103,331030083000,33,103,01,岡山市東区１区,,,,,,*
,岡山県,岡山市東区,富崎,33103 084 00,33103,084,00,,33103,331030084000,33,103,04,岡山市東区４区,,,,,,*
,岡山県,岡山市東区,豊田,33103 085 00,33103,085,00,,33103,331030085000,33,103,05,岡山市東区５区,,,,,,*
,岡山県,岡山市東区,中尾,33103 086 00,33103,086,00,,33103,331030086000,33,103,01,岡山市東区１区,,,,,,*
,岡山県,岡山市東区,中川町,33103 087 00,33103,087,00,,33103,331030087000,33,103,03,岡山市東区３区,,,,,,*
,岡山県,岡山市東区,長沼,33103 088 00,33103,088,00,,33103,331030088000,33,103,06,岡山市東区６区,,,,,,*
,岡山県,岡山市東区,楢原,33103 089 00,33103,089,00,,33103,331030089000,33,103,01,岡山市東区１区,,,,,,*
,岡山県,岡山市東区,西片岡,33103 090 00,33103,090,00,,33103,331030090000,33,103,06,岡山市東区６区,,,,,,*
,岡山県,岡山市東区,西幸西,33103 091 00,33103,091,00,,33103,331030091000,33,103,06,岡山市東区６区,,,,,,*
,岡山県,岡山市東区,西庄,33103 092 00,33103,092,00,,33103,331030092000,33,103,03,岡山市東区３区,,,,,,*
,岡山県,岡山市東区,西平島,33103 093 00,33103,093,00,,33103,331030093000,33,103,01,岡山市東区１区,,,,,,*
,岡山県,岡山市東区,沼,33103 094 00,33103,094,00,,33103,331030094000,33,103,01,岡山市東区１区,,,,岡山市立浮田小学校,,*
,岡山県,岡山市東区,東片岡,33103 095 00,33103,095,00,,33103,331030095000,33,103,06,岡山市東区６区,,,,,,*
,岡山県,岡山市東区,東幸西,33103 096 00,33103,096,00,,33103,331030096000,33,103,06,岡山市東区６区,,,,,,*
,岡山県,岡山市東区,東幸崎,33103 097 00,33103,097,00,,33103,331030097000,33,103,06,岡山市東区６区,,,,,,*
,岡山県,岡山市東区,東平島,33103 098 00,33103,098,00,,33103,331030098000,33,103,01,岡山市東区１区,,ゆめタウン平島、山陽マルナカ平島店、ザ・ビッグ平島店,,,,*
,岡山県,岡山市東区,一日市,33103 099 00,33103,099,00,,33103,331030099000,33,103,01,岡山市東区１区,,,,,,*
,岡山県,岡山市東区,広谷,33103 100 00,33103,100,00,,33103,331030100000,33,103,03,岡山市東区３区,,,,,,*
,岡山県,岡山市東区,福治,33103 101 00,33103,101,00,,33103,331030101000,33,103,04,岡山市東区４区,,,,,,*
,岡山県,岡山市東区,藤井,33103 102 00,33103,102,00,,33103,331030102000,33,103,02,岡山市東区２区,,,,,,*
,岡山県,岡山市東区,富士見町一丁目,33103 103 01,33103,103,01,,33103,331030103001,33,103,03,岡山市東区３区,,,,,,*
,岡山県,岡山市東区,宝伝,33103 104 00,33103,104,00,,33103,331030104000,33,103,06,岡山市東区６区,,宝伝海水浴場,,,,*
,岡山県,岡山市東区,正儀,33103 105 00,33103,105,00,,33103,331030105000,33,103,06,岡山市東区６区,,,,,,*
,岡山県,岡山市東区,政津,33103 106 00,33103,106,00,,33103,331030106000,33,103,05,岡山市東区５区,,,,岡山市立政田小学校,,*
,岡山県,岡山市東区,升田,33103 107 00,33103,107,00,,33103,331030107000,33,103,05,岡山市東区５区,,,,,,*
,岡山県,岡山市東区,益野町,33103 108 00,33103,108,00,,33103,331030108000,33,103,03,岡山市東区３区,,DCMダイキ西大寺店、山陽マルナカ益野店,,,,*
,岡山県,岡山市東区,松新町,33103 109 00,33103,109,00,,33103,331030109000,33,103,03,岡山市東区３区,,,,西大寺中央病院,,*
,岡山県,岡山市東区,南古都,33103 110 00,33103,110,00,,33103,331030110000,33,103,01,岡山市東区１区,,,,,,*
,岡山県,岡山市東区,南水門町,33103 111 00,33103,111,00,,33103,331030111000,33,103,06,岡山市東区６区,,,,,,*
,岡山県,岡山市東区,向州,33103 112 00,33103,112,00,,33103,331030112000,33,103,04,岡山市東区４区,,,,,,*
,岡山県,岡山市東区,目黒町,33103 113 00,33103,113,00,,33103,331030113000,33,103,03,岡山市東区３区,,,ＪＲ大多羅駅,,,*
,岡山県,岡山市東区,百枝月,33103 114 00,33103,114,00,,33103,331030114000,33,103,01,岡山市東区１区,,,,,,*
,岡山県,岡山市東区,矢井,33103 115 00,33103,115,00,,33103,331030115000,33,103,01,岡山市東区１区,,,,,,*
,岡山県,岡山市東区,矢津,33103 116 00,33103,116,00,,33103,331030116000,33,103,02,岡山市東区２区,,,,,,*
,岡山県,岡山市東区,吉井,33103 117 00,33103,117,00,,33103,331030117000,33,103,01,岡山市東区１区,,,ＪＲ上道駅,,,*
,岡山県,岡山市東区,吉原,33103 118 00,33103,118,00,,33103,331030118000,33,103,03,岡山市東区３区,,,,,,*
,岡山県,岡山市南区,青江六丁目,33104 001 06,33104,001,06,北区にもあり,33104,331040001006,33,104,03,岡山市南区３区,,,,,,*
,岡山県,岡山市南区,飽浦,33104 002 00,33104,002,00,,33104,331040002000,33,104,12,岡山市南区１２区,,,,岡山市立光南台中学校,,*
,岡山県,岡山市南区,あけぼの町,33104 003 00,33104,003,00,,33104,331040003000,33,104,09,岡山市南区９区,,,,,,*
,岡山県,岡山市南区,阿津,33104 004 00,33104,004,00,,33104,331040004000,33,104,12,岡山市南区１２区,,,,,,*
,岡山県,岡山市南区,泉田,33104 005 00,33104,005,00,,33104,331040005000,33,104,03,岡山市南区３区,,リョービプラッツ泉田店,,岡山市立芳田小学校,,*
,岡山県,岡山市南区,泉田一丁目,33104 006 01,33104,006,01,,33104,331040006001,33,104,03,岡山市南区３区,,,,,,*
,岡山県,岡山市南区,泉田二丁目,33104 006 02,33104,006,02,,33104,331040006002,33,104,03,岡山市南区３区,,,,,,*
,岡山県,岡山市南区,泉田三丁目,33104 006 03,33104,006,03,,33104,331040006003,33,104,03,岡山市南区３区,,,,,,*
,岡山県,岡山市南区,泉田四丁目,33104 006 04,33104,006,04,,33104,331040006004,33,104,03,岡山市南区３区,,,,,,*
,岡山県,岡山市南区,泉田五丁目,33104 006 05,33104,006,05,,33104,331040006005,33,104,03,岡山市南区３区,,,,岡山南警察署,,*
,岡山県,岡山市南区,植松,33104 007 00,33104,007,00,,33104,331040007000,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,内尾,33104 008 00,33104,008,00,,33104,331040008000,33,104,05,岡山市南区５区,,,,岡山環境保健センター,,*
,岡山県,岡山市南区,浦安西町,33104 009 00,33104,009,00,,33104,331040009000,33,104,11,岡山市南区１１区,,,,,,*
,岡山県,岡山市南区,浦安本町,33104 010 00,33104,010,00,,33104,331040010000,33,104,11,岡山市南区１１区,,,,慈圭病院,,*
,岡山県,岡山市南区,浦安南町,33104 011 00,33104,011,00,,33104,331040011000,33,104,11,岡山市南区１１区,,,岡南飛行場,岡山市総合文化体育館、浦安総合公園、岡山市南区役所,,*
,岡山県,岡山市南区,大福,33104 012 00,33104,012,00,,33104,331040012000,33,104,07,岡山市南区７区,,ホームプラザナフコ・ナフコツーワンスタイル大福店,,,,*
,岡山県,岡山市南区,奥迫川,33104 013 00,33104,013,00,,33104,331040013000,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,海岸通一丁目,33104 014 01,33104,014,01,,33104,331040014001,33,104,13,岡山市南区１３区,2,,,,,*
,岡山県,岡山市南区,海岸通二丁目,33104 014 02,33104,014,02,,33104,331040014002,33,104,13,岡山市南区１３区,2,カバヤゴルフガーデン,,,,*
,岡山県,岡山市南区,片岡,33104 015 00,33104,015,00,,33104,331040015000,33,104,14,岡山市南区１４区,,,,岡山市南区役所灘崎支所,,*
,岡山県,岡山市南区,川張,33104 016 00,33104,016,00,,33104,331040016000,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,北浦,33104 017 00,33104,017,00,,33104,331040017000,33,104,12,岡山市南区１２区,,,,,,*
,岡山県,岡山市南区,北七区,33104 018 00,33104,018,00,,33104,331040018000,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,郡,33104 019 00,33104,019,00,,33104,331040019000,33,104,12,岡山市南区１２区,,,,,,*
,岡山県,岡山市南区,小串,33104 020 00,33104,020,00,,33104,331040020000,33,104,12,岡山市南区１２区,,,,,,*
,岡山県,岡山市南区,古新田,33104 021 00,33104,021,00,,33104,331040021000,33,104,07,岡山市南区７区,,,,岡山市立福田小学校,,*
,岡山県,岡山市南区,市場一丁目,33104 022 01,33104,022,01,,33104,331040022001,33,104,13,岡山市南区１３区,2,,岡山市中央卸売市場,岡山市中央卸売市場簡易郵便局,,*
,岡山県,岡山市南区,市場二丁目,33104 022 02,33104,022,02,,33104,331040022002,33,104,13,岡山市南区１３区,2,,,,,*
,岡山県,岡山市南区,下中野,33104 023 00,33104,023,00,,33104,331040023000,33,104,03,岡山市南区３区,,,,,,*
,岡山県,岡山市南区,新福一丁目,33104 024 01,33104,024,01,,33104,331040024001,33,104,04,岡山市南区４区,,ヤマダ電機テックランドＮｅｗ岡南本店,,,,*
,岡山県,岡山市南区,新福二丁目,33104 024 02,33104,024,02,,33104,331040024002,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,新保,33104 025 00,33104,025,00,,33104,331040025000,33,104,03,岡山市南区３区,,,,,,*
,岡山県,岡山市南区,洲崎一丁目,33104 026 01,33104,026,01,,33104,331040026001,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,洲崎二丁目,33104 026 02,33104,026,02,,33104,331040026002,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,洲崎三丁目,33104 026 03,33104,026,03,,33104,331040026003,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,妹尾,33104 027 00,33104,027,00,,33104,331040027000,33,104,06,岡山市南区６区,,,,岡山市立せのお病院,,*
,岡山県,岡山市南区,妹尾崎,33104 028 00,33104,028,00,,33104,331040028000,33,104,06,岡山市南区６区,,,,,,*
,岡山県,岡山市南区,宗津,33104 029 00,33104,029,00,,33104,331040029000,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,曽根,33104 030 00,33104,030,00,,33104,331040030000,33,104,05,岡山市南区５区,,,,,,*
,岡山県,岡山市南区,立川町,33104 031 00,33104,031,00,,33104,331040031000,33,104,10,岡山市南区１０区,,,,,,*
,岡山県,岡山市南区,築港栄町,33104 032 00,33104,032,00,,33104,331040032000,33,104,09,岡山市南区９区,,,,,,*
,岡山県,岡山市南区,築港新町一丁目,33104 033 01,33104,033,01,,33104,331040033001,33,104,09,岡山市南区９区,,天満屋ハピータウン岡南店,,,,*
,岡山県,岡山市南区,築港新町二丁目,33104 033 02,33104,033,02,,33104,331040033002,33,104,09,岡山市南区９区,,,,,,*
,岡山県,岡山市南区,築港ひかり町,33104 034 00,33104,034,00,,33104,331040034000,33,104,09,岡山市南区９区,,,,岡山市立福南中学校,,*
,岡山県,岡山市南区,築港緑町一丁目,33104 035 01,33104,035,01,,33104,331040035001,33,104,09,岡山市南区９区,,,,岡山労災病院,,*
,岡山県,岡山市南区,築港緑町二丁目,33104 035 02,33104,035,02,,33104,331040035002,33,104,09,岡山市南区９区,,岡山パブリックゴルフコース花回廊ゴルフコース,,,,*
,岡山県,岡山市南区,築港緑町三丁目,33104 035 03,33104,035,03,,33104,331040035003,33,104,09,岡山市南区９区,,,,,,*
,岡山県,岡山市南区,築港元町,33104 036 00,33104,036,00,,33104,331040036000,33,104,13,岡山市南区１３区,2,,,,,*
,岡山県,岡山市南区,千鳥町,33104 037 00,33104,037,00,,33104,331040037000,33,104,10,岡山市南区１０区,,,,,,*
,岡山県,岡山市南区,当新田,33104 038 00,33104,038,00,,33104,331040038000,33,104,02,岡山市南区２区,,ハローズ当新田店、お宝発見岡山店,,,,*
,岡山県,岡山市南区,富浜町,33104 039 00,33104,039,00,,33104,331040039000,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,豊成一丁目,33104 040 01,33104,040,01,,33104,331040040001,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,豊成二丁目,33104 040 02,33104,040,02,,33104,331040040002,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,豊成三丁目,33104 040 03,33104,040,03,,33104,331040040003,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,豊浜町,33104 041 00,33104,041,00,,33104,331040041000,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,中畦,33104 042 00,33104,042,00,,33104,331040042000,33,104,05,岡山市南区５区,,,,,,*
,岡山県,岡山市南区,並木町一丁目,33104 043 01,33104,043,01,,33104,331040043001,33,104,10,岡山市南区１０区,,,,,,*
,岡山県,岡山市南区,並木町二丁目,33104 043 02,33104,043,02,,33104,331040043002,33,104,10,岡山市南区１０区,,,,,,*
,岡山県,岡山市南区,南輝一丁目,33104 044 01,33104,044,01,,33104,331040044001,33,104,09,岡山市南区９区,,,,,,*
,岡山県,岡山市南区,南輝二丁目,33104 044 02,33104,044,02,,33104,331040044002,33,104,09,岡山市南区９区,,,,,,*
,岡山県,岡山市南区,南輝三丁目,33104 044 03,33104,044,03,,33104,331040044003,33,104,09,岡山市南区９区,,,,,,*
,岡山県,岡山市南区,西市,33104 045 00,33104,045,00,北区にも西市あり,33104,331040045000,33,104,01,岡山市南区１区,,ヤマダ電機テックランド岡山本店,,岡山西市郵便局,,*
,岡山県,岡山市南区,西畦,33104 046 00,33104,046,00,,33104,331040046000,33,104,05,岡山市南区５区,,,ＪＲ妹尾駅,,,*
,岡山県,岡山市南区,西紅陽台一丁目,33104 047 01,33104,047,01,,33104,331040047001,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,西紅陽台二丁目,33104 047 02,33104,047,02,,33104,331040047002,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,西紅陽台三丁目,33104 047 03,33104,047,03,,33104,331040047003,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,西高崎,33104 048 00,33104,048,00,,33104,331040048000,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,西七区,33104 049 00,33104,049,00,,33104,331040049000,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,迫川,33104 050 00,33104,050,00,,33104,331040050000,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,浜野一丁目,33104 051 01,33104,051,01,,33104,331040051001,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,浜野二丁目,33104 051 02,33104,051,02,,33104,331040051002,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,浜野三丁目,33104 051 03,33104,051,03,,33104,331040051003,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,浜野四丁目,33104 051 04,33104,051,04,,33104,331040051004,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,東畦,33104 052 00,33104,052,00,,33104,331040052000,33,104,05,岡山市南区５区,,,,,,*
,岡山県,岡山市南区,彦崎,33104 053 00,33104,053,00,,33104,331040053000,33,104,14,岡山市南区１４区,,,,,,*
,岡山県,岡山市南区,平福一丁目,33104 054 01,33104,054,01,,33104,331040054001,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,平福二丁目,33104 054 02,33104,054,02,,33104,331040054002,33,104,04,岡山市南区４区,,,,,,*
,岡山県,岡山市南区,福島一丁目,33104 055 01,33104,055,01,,33104,331040055001,33,104,10,岡山市南区１０区,,,,,,*
,岡山県,岡山市南区,福島二丁目,33104 055 02,33104,055,02,,33104,331040055002,33,104,10,岡山市南区１０区,,,,,,*
,岡山県,岡山市南区,福島三丁目,33104 055 03,33104,055,03,,33104,331040055003,33,104,10,岡山市南区１０区,,,,,,*
,岡山県,岡山市南区,福島四丁目,33104 055 04,33104,055,04,,33104,331040055004,33,104,10,岡山市南区１０区,,,,,,*
,岡山県,岡山市南区,福田,33104 056 00,33104,056,00,,33104,331040056000,33,104,11,岡山市南区１１区,,,,,,*
